Target,Function Target,Number of Alpha Carbons in Target,Reference,Function Reference,Number of Alpha Carbons in Reference,Distance
6WYP,,427,4IBY,DNA BINDING PROTEIN,358,0.7469317825043051
6VFQ,,308,6RVN,CELL CYCLE,425,0.7469354021253777
8FDX,,180,2GCN,SIGNALING PROTEIN,202,0.7469994469797336
8UQB,,356,5QQL,HYDROLASE/TRANSFERASE,408,0.7473061136393259
8AK3,,329,8JCA,PROTEIN BINDING,298,0.7473169407243604
6PYO,,400,1KJZ,TRANSLATION,318,0.7473229270360806
6UPR,,457,7G8E,CYTOSOLIC PROTEIN,543,0.747438697335067
7CFB,,441,8DGO,SIGNALING PROTEIN,388,0.7479451732289794
7R3O,,441,8DGO,SIGNALING PROTEIN,395,0.7480589144595056
8IIZ,,611,4GNL,LYASE,525,0.748123438066142
6VNV,,294,3QZI,TRANSFERASE/TRANSFERASE INHIBITOR,274,0.7482422695507602
7KVX,,182,3RZV,HYDROLASE,181,0.7487587507121816
7CMR,,249,7ULF,LIGASE,263,0.7488075762306144
7XHK,,286,4I6H,TRANSFERASE/TRANSFERASE INHIBITOR,334,0.7489889891062531
7CIX,,180,2GCN,SIGNALING PROTEIN,216,0.7489957352066713
8X72,,313,1GFI,SIGNAL TRANSDUCTION PROTEIN,294,0.7490044875814327
8F1X,,282,3RAH,TRANSFERASE/TRANSFERASE INHIBITOR,318,0.7491230531710066
6ELK,,400,1KJZ,TRANSLATION,392,0.7494037755326909
8HTC,,279,1GII,TRANSFERASE,290,0.7495538174716072
7YBX,,292,7UG1,CELL CYCLE,300,0.749779791857329
7Y9C,,530,4MXO,TRANSFERASE/TRANSFERASE INHIBITOR,562,0.7503259835001764
7KHG,,298,1YKR,TRANSFERASE,329,0.7503976431278282
6GWQ,,602,7MDP,HYDROLASE/IMMUNE SYSTEM,475,0.7506172922606573
7KHG,,285,2R3K,TRANSFERASE,329,0.7506552935355345
6PYO,,427,4IBY,DNA BINDING PROTEIN,318,0.7507262205203243
7R5F,,282,3RAH,TRANSFERASE/TRANSFERASE INHIBITOR,301,0.7507655375840269
8G1Z,,400,1KJZ,TRANSLATION,359,0.7512265785604566
3K6J,,456,2NZ8,"SIGNALING PROTEIN,CELL CYCLE",431,0.7513098218001236
7DAX,,457,7G8E,CYTOSOLIC PROTEIN,452,0.751353310648988
6ZW1,,427,4IBY,DNA BINDING PROTEIN,380,0.7518359899414465
6VNV,,304,4GCJ,TRANSFERASE/TRANSFERASE INHIBITOR,274,0.7518625349146575
8X72,,329,8JCA,PROTEIN BINDING,294,0.7518710150843287
6WFW,,602,7MDP,HYDROLASE/IMMUNE SYSTEM,491,0.7520599895623417
7XHK,,285,2R3K,TRANSFERASE,334,0.7521636312611826
7MNU,,250,7VV8,CELL CYCLE,243,0.7523727566993708
7O08,,441,8DGO,SIGNALING PROTEIN,451,0.7527392275314484
6JVR,,249,7ULF,LIGASE,305,0.7527941370857298
7DAZ,,454,6ZQT,PROTEIN BINDING,457,0.7531626429294497
8HTC,,282,3RAH,TRANSFERASE/TRANSFERASE INHIBITOR,290,0.7531663023383331
7CFB,,427,4IBY,DNA BINDING PROTEIN,388,0.753396535592153
8ADD,,182,1SVI,HYDROLASE,209,0.75369310072434
3N9N,,483,5VBZ,HYDROLASE,501,0.7537783315451603
7MQY,,424,4RJL,TRANSLATION,370,0.7538862230892066
7WCW,,292,7UG1,CELL CYCLE,300,0.7539133364915183
8SWE,,533,6WGN,SIGNALING PROTEIN/INHIBITOR,574,0.7542721364769875
8E8B,,424,4RJL,TRANSLATION,436,0.7544255470380471
7CIV,,250,7VV8,CELL CYCLE,215,0.7546370404484146
7XHK,,304,4GCJ,TRANSFERASE/TRANSFERASE INHIBITOR,334,0.7548259174806149
6WFW,,424,4RJL,TRANSLATION,491,0.7549977544665948
8HAQ,,483,5VBZ,HYDROLASE,490,0.7550742006767107
7QG1,,612,6IYB,TRANSPORT PROTEIN,544,0.7553396365116944
8BJK,,427,4IBY,DNA BINDING PROTEIN,366,0.7553613676130585
7KHG,,292,7UG1,CELL CYCLE,329,0.75547799996982
7QG1,,533,6WGN,SIGNALING PROTEIN/INHIBITOR,544,0.7555067695963921
6X5Q,,282,3RAH,TRANSFERASE/TRANSFERASE INHIBITOR,284,0.7556325201324599
6XJN,,457,7G8E,CYTOSOLIC PROTEIN,417,0.7557112329368192
4IRR,,612,6IYB,TRANSPORT PROTEIN,589,0.7557507214934032
6XZJ,,285,2R3K,TRANSFERASE,245,0.75621006650055
6WSJ,,400,1KJZ,TRANSLATION,358,0.756307222222173
7MFW,,171,6T5V,SIGNALING PROTEIN,191,0.7563477310602293
7QUT,,643,4YW9,LYASE,504,0.7565042899880279
6XTZ,,454,6ZQT,PROTEIN BINDING,425,0.7566063451449507
7CIW,,250,7VV8,CELL CYCLE,216,0.7566480643059952
6WFW,,400,1KJZ,TRANSLATION,491,0.7567656114445348
8SWE,,653,2FB3,LIGAND BINDING PROTEIN,574,0.7567658217542911
7QUT,,533,6WGN,SIGNALING PROTEIN/INHIBITOR,504,0.7568590481449659
8C6A,,643,4YW9,LYASE,500,0.7570066960001453
6ZMU,,457,7G8E,CYTOSOLIC PROTEIN,424,0.7571057256684487
7PRX,,285,2R3K,TRANSFERASE,267,0.7571648615532783
7R5F,,283,3SW7,TRANSFERASE/TRANSFERASE INHIBITOR,301,0.7573048818646448
4JND,,457,7G8E,CYTOSOLIC PROTEIN,412,0.757306118010386
7DB4,,457,7G8E,CYTOSOLIC PROTEIN,454,0.7577860393806093
8D6D,,602,7MDP,HYDROLASE/IMMUNE SYSTEM,544,0.7582151814491505
7ULU,,653,2FB3,LIGAND BINDING PROTEIN,550,0.7583151436510656
8C6B,,643,4YW9,LYASE,500,0.7588943414058316
7XHK,,400,1KJZ,TRANSLATION,334,0.7589868377420862
8SKI,,424,4RJL,TRANSLATION,426,0.7592259041573803
7R5F,,279,1GII,TRANSFERASE,301,0.759263685786538
7DOV,,424,4RJL,TRANSLATION,445,0.7593213875620278
7CIV,,180,2GCN,SIGNALING PROTEIN,215,0.759333932092688
4JND,,424,4RJL,TRANSLATION,412,0.7594317137401783
7R5F,,304,4GCJ,TRANSFERASE/TRANSFERASE INHIBITOR,301,0.759466471837758
7AZW,,285,2R3K,TRANSFERASE,235,0.7595657410655959
7ZHH,,198,4LOF,APOPTOSIS,222,0.7596607808052364
6S7Y,,282,1KE8,TRANSFERASE,320,0.7596751983577377
6X5Q,,298,1YKR,TRANSFERASE,284,0.7596853643459631
8C1U,,533,6WGN,SIGNALING PROTEIN/INHIBITOR,500,0.7597085737339808
6S7Y,,316,1CIP,HYDROLASE,320,0.75984337672615
7DB3,,457,7G8E,CYTOSOLIC PROTEIN,450,0.7598457449597843
6PGW,,441,8DGO,SIGNALING PROTEIN,427,0.7609876535495208
7CMR,,285,2R3K,TRANSFERASE,263,0.7610751041816033
6X5Q,,285,2R3K,TRANSFERASE,284,0.7612013669728879
6XYS,,533,6WGN,SIGNALING PROTEIN/INHIBITOR,537,0.7614857709964065
7YBX,,279,1GII,TRANSFERASE,300,0.7615419471742559
7KVX,,168,1YZG,TRANSPORT PROTEIN,181,0.7615474059764289
7WCW,,294,3QZI,TRANSFERASE/TRANSFERASE INHIBITOR,300,0.7615495750800915
6ZW1,,349,4P4U,ANTIVIRAL PROTEIN/HYDROLASE,380,0.761579650081342
7WCW,,282,3RAH,TRANSFERASE/TRANSFERASE INHIBITOR,300,0.761611246377595
8IIZ,,643,4YW9,LYASE,525,0.761641180951607
8IIZ,,530,4MXO,TRANSFERASE/TRANSFERASE INHIBITOR,525,0.761856486522832
8EWR,,457,7G8E,CYTOSOLIC PROTEIN,447,0.7623677286598093
7ZC9,,424,4RJL,TRANSLATION,392,0.7625488011876379
7CIV,,246,2H2D,HYDROLASE,215,0.762568953637337
6XDB,,399,4DHE,CELL CYCLE,404,0.762938534871516
8C1U,,643,4YW9,LYASE,500,0.7630707056112814
8C6C,,643,4YW9,LYASE,500,0.7630829534203407
6S7F,,530,4MXO,TRANSFERASE/TRANSFERASE INHIBITOR,523,0.7632503185323384
8C6A,,533,6WGN,SIGNALING PROTEIN/INHIBITOR,500,0.7633282686458779
8F1X,,316,1CIP,HYDROLASE,318,0.763496630498057
7MFW,,182,3RZV,HYDROLASE,191,0.7635063292202308
7PRX,,303,7ZPC,CELL CYCLE,267,0.76367453059353
7SH4,,400,1KJZ,TRANSLATION,378,0.7637194717706886
8C6H,,643,4YW9,LYASE,500,0.763742892451032
7R5F,,286,4I6H,TRANSFERASE/TRANSFERASE INHIBITOR,301,0.7637682033662059
6S7Y,,292,2C6I,TRANSFERASE,320,0.7639187213345244
6ZUW,,303,7ZPC,CELL CYCLE,287,0.7639202986949872
8UQB,,399,4DHE,CELL CYCLE,408,0.7639657831765674
6XYS,,530,4MXO,TRANSFERASE/TRANSFERASE INHIBITOR,537,0.7639787507188739
7DB2,,457,7G8E,CYTOSOLIC PROTEIN,468,0.7639857569524517
6XZH,,285,2R3K,TRANSFERASE,245,0.764026804436877
8DKT,,457,7G8E,CYTOSOLIC PROTEIN,526,0.764151661069606
7TGQ,,198,4LOF,APOPTOSIS,182,0.764289079556652
7UK2,,427,4IBY,DNA BINDING PROTEIN,362,0.7644203127791284
7CMR,,282,1KE8,TRANSFERASE,263,0.7645395447685995
7YBX,,294,3QZI,TRANSFERASE/TRANSFERASE INHIBITOR,300,0.76517132600208
7SVB,,483,5VBZ,HYDROLASE,555,0.7651778817474312
4IRR,,533,6WGN,SIGNALING PROTEIN/INHIBITOR,589,0.7653326963258192
8C69,,643,4YW9,LYASE,500,0.7654258598456946
7OY4,,285,2R3K,TRANSFERASE,258,0.7654693110041716
8SWE,,602,7MDP,HYDROLASE/IMMUNE SYSTEM,574,0.7655608886292746
6THV,,356,5QQM,HYDROLASE/TRANSFERASE,381,0.7655762328957557
7YBX,,304,4GCJ,TRANSFERASE/TRANSFERASE INHIBITOR,300,0.7657794351277758
6VRO,,316,1CIP,HYDROLASE,334,0.7657868772857603
7BJO,,286,4I6H,TRANSFERASE/TRANSFERASE INHIBITOR,257,0.7658007776047008
6X5Q,,292,2C6I,TRANSFERASE,284,0.765822066174622
7UAD,,282,1KE8,TRANSFERASE,277,0.7658395800709392
8C69,,533,6WGN,SIGNALING PROTEIN/INHIBITOR,500,0.7658707997355815
7E1T,,457,7G8E,CYTOSOLIC PROTEIN,403,0.766055196968936
6XDB,,329,8JCA,PROTEIN BINDING,404,0.766076850801047
3K6J,,454,6ZQT,PROTEIN BINDING,431,0.7661486288156947
7QG1,,611,4GNL,LYASE,544,0.7661487719067023
8FDY,,180,2GCN,SIGNALING PROTEIN,201,0.7664816013921797
6X5Q,,329,8JCA,PROTEIN BINDING,284,0.7666805936350664
7XVX,,427,4IBY,DNA BINDING PROTEIN,366,0.7671307243288386
7UAD,,296,5MHQ,CELL CYCLE/INHIBITOR,277,0.7671954606599841
7Y9C,,653,2FB3,LIGAND BINDING PROTEIN,562,0.767227778450281
8UQB,,427,4IBY,DNA BINDING PROTEIN,408,0.7672298083717218
7QG1,,643,4YW9,LYASE,544,0.7672933206119309
7DB1,,457,7G8E,CYTOSOLIC PROTEIN,450,0.7673536271428872
6V7A,,427,4IBY,DNA BINDING PROTEIN,357,0.7673562452732622
8C6C,,533,6WGN,SIGNALING PROTEIN/INHIBITOR,500,0.767559179201093
8C6B,,533,6WGN,SIGNALING PROTEIN/INHIBITOR,500,0.7677055332165251
8D6F,,457,7G8E,CYTOSOLIC PROTEIN,542,0.7677299500695386
6TWA,,612,6IYB,TRANSPORT PROTEIN,522,0.767829254392245
8SO1,,483,5VBZ,HYDROLASE,470,0.7679138501598747
6ZW1,,356,5QQM,HYDROLASE/TRANSFERASE,380,0.7679532934559674
7AYV,,530,4MXO,TRANSFERASE/TRANSFERASE INHIBITOR,502,0.7681618207287945
6X5Q,,294,3QZI,TRANSFERASE/TRANSFERASE INHIBITOR,284,0.7682038430418454
6X5Q,,296,5MHQ,CELL CYCLE/INHIBITOR,284,0.76836267824198
7O2R,,427,4IBY,DNA BINDING PROTEIN,357,0.7684032588123015
7UAD,,282,3RAH,TRANSFERASE/TRANSFERASE INHIBITOR,277,0.7685263070542705
8C6B,,530,4MXO,TRANSFERASE/TRANSFERASE INHIBITOR,500,0.768549110874297
6THV,,349,4P4U,ANTIVIRAL PROTEIN/HYDROLASE,381,0.7686413968367213
6XZK,,285,2R3K,TRANSFERASE,240,0.7686987022083602
8PBR,,356,5QQL,HYDROLASE/TRANSFERASE,370,0.7687430085110297
7KVX,,180,2GCN,SIGNALING PROTEIN,181,0.7688772869423635
6PZS,,427,4IBY,DNA BINDING PROTEIN,362,0.7689316843821407
6LTK,,250,7VV8,CELL CYCLE,208,0.7700316999685328
7AYV,,611,4GNL,LYASE,502,0.7700995553369453
7YBX,,282,3RAH,TRANSFERASE/TRANSFERASE INHIBITOR,300,0.7701529254077885
6UJO,,441,8DGO,SIGNALING PROTEIN,384,0.7702115007907648
7AZW,,282,1KE8,TRANSFERASE,235,0.7703710836870341
8C6H,,533,6WGN,SIGNALING PROTEIN/INHIBITOR,500,0.770441082422237
7CMR,,283,3SW7,TRANSFERASE/TRANSFERASE INHIBITOR,263,0.770782293496183
6ELK,,424,4RJL,TRANSLATION,392,0.7708192100900166
7PRX,,282,1KE8,TRANSFERASE,267,0.7708991758987027
6ZUW,,296,5MHQ,CELL CYCLE/INHIBITOR,287,0.7710064627437833
7UAD,,304,4GCJ,TRANSFERASE/TRANSFERASE INHIBITOR,277,0.7712546782322408
7R3O,,400,1KJZ,TRANSLATION,395,0.7713102406925874
6TFW,,483,5VBZ,HYDROLASE,530,0.7713570708841849
7CIX,,250,7VV8,CELL CYCLE,216,0.7714369958587555
1D4X,,457,7G8E,CYTOSOLIC PROTEIN,492,0.7715705279189391
8PZ9,,285,2R3K,TRANSFERASE,246,0.771652159684573
7U9D,,182,3RZV,HYDROLASE,203,0.771971256346239
7XHK,,308,6RVN,CELL CYCLE,334,0.7720872821819666
8HTC,,292,7UG1,CELL CYCLE,290,0.7723852405769028
8G1Z,,427,4IBY,DNA BINDING PROTEIN,359,0.7724073679970983
6S7Y,,285,2R3K,TRANSFERASE,320,0.7726693825805966
8C6F,,533,6WGN,SIGNALING PROTEIN/INHIBITOR,500,0.7728131423571695
6XJN,,424,4RJL,TRANSLATION,417,0.7728476359344523
4JND,,400,1KJZ,TRANSLATION,412,0.7728721679047265
6TWA,,533,6WGN,SIGNALING PROTEIN/INHIBITOR,522,0.7729573758611258
7UAD,,298,1YKR,TRANSFERASE,277,0.7732536557617584
7KVX,,182,1SVI,HYDROLASE,181,0.7733318869365504
6O5Z,,533,6WGN,SIGNALING PROTEIN/INHIBITOR,531,0.7733470082317312
7TGQ,,168,1YZG,TRANSPORT PROTEIN,182,0.7733969763420181
1D4X,,454,6ZQT,PROTEIN BINDING,492,0.7734738181791014
8X72,,316,1CIP,HYDROLASE,294,0.7740644095541503
6QQ4,,246,2H2D,HYDROLASE,243,0.7742873237097517
7BJO,,292,7UG1,CELL CYCLE,257,0.7743772413958222
3N9Q,,456,2NZ8,"SIGNALING PROTEIN,CELL CYCLE",496,0.7744140280221405
7WCW,,304,4GCJ,TRANSFERASE/TRANSFERASE INHIBITOR,300,0.7745047202353449
7QG1,,602,7MDP,HYDROLASE/IMMUNE SYSTEM,544,0.7745367558154166
7D8A,,198,4LOF,APOPTOSIS,210,0.7745458843354566
8FDY,,182,1SVI,HYDROLASE,201,0.7745773375539146
8C6C,,530,4MXO,TRANSFERASE/TRANSFERASE INHIBITOR,500,0.774793561958443
6UPR,,602,7MDP,HYDROLASE/IMMUNE SYSTEM,543,0.7751812501040274
7UVE,,249,7ULF,LIGASE,236,0.7754836959825714
7Y9C,,483,5VBZ,HYDROLASE,562,0.7756711963780345
7R5F,,294,3QZI,TRANSFERASE/TRANSFERASE INHIBITOR,301,0.7759548190705712
4IRR,,653,2FB3,LIGAND BINDING PROTEIN,589,0.7760470210482358
6WSJ,,427,4IBY,DNA BINDING PROTEIN,358,0.7761065320371083
6O5Z,,483,5VBZ,HYDROLASE,531,0.7761216224787543
7CIW,,246,2H2D,HYDROLASE,216,0.7761281240595213
7BJO,,296,5MHQ,CELL CYCLE/INHIBITOR,257,0.776156348470265
8C69,,530,4MXO,TRANSFERASE/TRANSFERASE INHIBITOR,500,0.776285666251438
7D87,,198,4LOF,APOPTOSIS,211,0.7762997039462165
7DB0,,483,5VBZ,HYDROLASE,461,0.7765175360375512
6VFQ,,441,8DGO,SIGNALING PROTEIN,425,0.7765758118221423
7XHK,,282,3RAH,TRANSFERASE/TRANSFERASE INHIBITOR,334,0.7765939882860872
8IIZ,,533,6WGN,SIGNALING PROTEIN/INHIBITOR,525,0.7765993689117193
8C6H,,530,4MXO,TRANSFERASE/TRANSFERASE INHIBITOR,500,0.776626699461252
8HTC,,250,7VV8,CELL CYCLE,290,0.7766303710800091
6ZUW,,292,7UG1,CELL CYCLE,287,0.7767869943568471
6TFW,,533,6WGN,SIGNALING PROTEIN/INHIBITOR,530,0.7768114311827908
7XHK,,282,1KE8,TRANSFERASE,334,0.7769023009704968
6S7F,,612,6IYB,TRANSPORT PROTEIN,523,0.7771143011715512
7U9D,,172,8QUG,TRANSFERASE,203,0.7772663571417233
8C6F,,643,4YW9,LYASE,500,0.77730425785458
6TWA,,530,4MXO,TRANSFERASE/TRANSFERASE INHIBITOR,522,0.7773424160702428
7QUT,,530,4MXO,TRANSFERASE/TRANSFERASE INHIBITOR,504,0.77744646993658
7O2R,,400,1KJZ,TRANSLATION,357,0.7774816159920441
7LG3,,399,4DHE,CELL CYCLE,394,0.7776734887570117
8C6A,,530,4MXO,TRANSFERASE/TRANSFERASE INHIBITOR,500,0.7776996135725021
6S7X,,329,8JCA,PROTEIN BINDING,332,0.7780274452787348
7CIU,,349,4P4U,ANTIVIRAL PROTEIN/HYDROLASE,415,0.7782060932301769
6LPH,,249,7ULF,LIGASE,272,0.7782619770455383
4IRR,,743,4TMX,TRANSLATION,589,0.7783387416685003
7ALT,,535,4EDW,IMMUNE SYSTEM,535,0.7783585019465838
3N9O,,456,2NZ8,"SIGNALING PROTEIN,CELL CYCLE",495,0.7783778822507138
8GM5,,602,7MDP,HYDROLASE/IMMUNE SYSTEM,555,0.7785027046156614
8UQB,,329,8JCA,PROTEIN BINDING,408,0.7785442065491933
6TWA,,743,4TMX,TRANSLATION,522,0.7786642180644334
7E1T,,427,4IBY,DNA BINDING PROTEIN,403,0.7789094008064489
3N9Q,,399,4DHE,CELL CYCLE,496,0.7789402609026997
7E1T,,308,6RVN,CELL CYCLE,403,0.778940649051517
7R3O,,424,4RJL,TRANSLATION,395,0.7789541252334605
7DB2,,454,6ZQT,PROTEIN BINDING,468,0.7789629334656369
8G8O,,602,7MDP,HYDROLASE/IMMUNE SYSTEM,558,0.7789632095058786
7VNI,,400,1KJZ,TRANSLATION,433,0.7789886018311007
8F1X,,427,4IBY,DNA BINDING PROTEIN,318,0.7790164040435797
7PRX,,292,7UG1,CELL CYCLE,267,0.7791035847596774
8BS5,,168,1YZG,TRANSPORT PROTEIN,164,0.7791320698934735
7SVB,,674,1RDY,HYDROLASE,555,0.7792291596258587
7KHG,,286,4I6H,TRANSFERASE/TRANSFERASE INHIBITOR,329,0.7794097229236601
8HTC,,286,4I6H,TRANSFERASE/TRANSFERASE INHIBITOR,290,0.7795726999862383
8BJK,,349,4P4U,ANTIVIRAL PROTEIN/HYDROLASE,366,0.7795799814388221
8FDX,,182,3RZV,HYDROLASE,202,0.7795840127316919
7CIV,,249,7ULF,LIGASE,215,0.7796302337459325
7JL7,,530,4MXO,TRANSFERASE/TRANSFERASE INHIBITOR,479,0.7796532925681672
7MNU,,282,1KE8,TRANSFERASE,243,0.7800148623564598
7XHK,,294,3QZI,TRANSFERASE/TRANSFERASE INHIBITOR,334,0.7802145773129735
7XHK,,283,3SW7,TRANSFERASE/TRANSFERASE INHIBITOR,334,0.7802848214077257
7YBX,,313,1GFI,SIGNAL TRANSDUCTION PROTEIN,300,0.7803333829046101
6YUY,,349,4P4U,ANTIVIRAL PROTEIN/HYDROLASE,360,0.7803817645028539
8PBR,,356,5QQM,HYDROLASE/TRANSFERASE,370,0.7807836025019802
6UJO,,329,8JCA,PROTEIN BINDING,384,0.7810024963094404
7Y9C,,612,6IYB,TRANSPORT PROTEIN,562,0.7810108015830621
6X5Q,,286,4I6H,TRANSFERASE/TRANSFERASE INHIBITOR,284,0.781235183111463
8HTC,,296,5MHQ,CELL CYCLE/INHIBITOR,290,0.7812450232712159
7KHG,,283,3SW7,TRANSFERASE/TRANSFERASE INHIBITOR,329,0.7816745996388856
3N9Q,,457,7G8E,CYTOSOLIC PROTEIN,496,0.7818321315013593
7APJ,,535,4EDW,IMMUNE SYSTEM,502,0.7818517847241928
6S7X,,282,1KE8,TRANSFERASE,332,0.7820659047940186
7KP1,,400,1KJZ,TRANSLATION,378,0.7824134848087836
6VRO,,356,5QQM,HYDROLASE/TRANSFERASE,334,0.7824826315757445
7DAY,,457,7G8E,CYTOSOLIC PROTEIN,451,0.7826509258340067
7CIX,,249,7ULF,LIGASE,216,0.7826761251474917
7KHG,,294,3QZI,TRANSFERASE/TRANSFERASE INHIBITOR,329,0.782738009878668
6XZI,,282,1KE8,TRANSFERASE,247,0.7827990739884022
7CMR,,250,7VV8,CELL CYCLE,263,0.7828150308142523
7CIW,,180,2GCN,SIGNALING PROTEIN,216,0.782837245806756
7LG3,,411,6SI1,DNA BINDING PROTEIN,394,0.7828989782865505
7YBX,,329,8JCA,PROTEIN BINDING,300,0.7829463046416256
8D6D,,611,4GNL,LYASE,544,0.7830319422651248
3N9O,,399,4DHE,CELL CYCLE,495,0.7830929331165191
3N9O,,483,5VBZ,HYDROLASE,495,0.7830944561151219
3N9N,,535,4EDW,IMMUNE SYSTEM,501,0.783108063696788
3N9O,,457,7G8E,CYTOSOLIC PROTEIN,495,0.7831998181859898
6UJO,,399,4DHE,CELL CYCLE,384,0.7833240003052809
6VRO,,356,5QQL,HYDROLASE/TRANSFERASE,334,0.7833779962842803
6ELK,,349,4P4U,ANTIVIRAL PROTEIN/HYDROLASE,392,0.7834159389774719
6T2T,,250,7VV8,CELL CYCLE,254,0.7834171170066307
7QG1,,653,2FB3,LIGAND BINDING PROTEIN,544,0.7834680558209772
8C1U,,530,4MXO,TRANSFERASE/TRANSFERASE INHIBITOR,500,0.7834709089339036
8FDY,,182,3RZV,HYDROLASE,201,0.7836022068684294
6LPH,,285,2R3K,TRANSFERASE,272,0.7836474616857851
6LTK,,179,1M7B,SIGNALING PROTEIN,208,0.7837805426151384
8GM5,,533,6WGN,SIGNALING PROTEIN/INHIBITOR,555,0.7838720315998513
7OXU,,285,2R3K,TRANSFERASE,249,0.7839048061749989
6LPH,,247,2OH6,"STRUCTURAL PROTEIN, RNA BINDING PROTEIN",272,0.7840410786426932
6PZS,,349,4P4U,ANTIVIRAL PROTEIN/HYDROLASE,362,0.7840802249296086
6XDB,,424,4RJL,TRANSLATION,404,0.7842188830925312
7ZHH,,182,3RZV,HYDROLASE,222,0.7844002666807927
6THV,,356,5QQL,HYDROLASE/TRANSFERASE,381,0.784427920870524
8D6F,,602,7MDP,HYDROLASE/IMMUNE SYSTEM,542,0.7844554020400658
7JL7,,602,7MDP,HYDROLASE/IMMUNE SYSTEM,479,0.7846219549193171
8CK5,,285,2R3K,TRANSFERASE,251,0.7846915548163543
7AYV,,483,5VBZ,HYDROLASE,502,0.7847818372307216
7DB3,,483,5VBZ,HYDROLASE,450,0.7847903368019207
6XYS,,483,5VBZ,HYDROLASE,537,0.7848511121868575
7CMR,,303,7ZPC,CELL CYCLE,263,0.7849304328641956
8GM5,,483,5VBZ,HYDROLASE,555,0.7852754667349707
6XDB,,457,7G8E,CYTOSOLIC PROTEIN,404,0.7854749281011698
6X5Q,,282,1KE8,TRANSFERASE,284,0.7855107498884853
4JND,,454,6ZQT,PROTEIN BINDING,412,0.7855500744712819
7CIX,,247,2OH6,"STRUCTURAL PROTEIN, RNA BINDING PROTEIN",216,0.7855618832139185
8DHH,,356,5QQM,HYDROLASE/TRANSFERASE,367,0.7855960468938586
8C6F,,530,4MXO,TRANSFERASE/TRANSFERASE INHIBITOR,500,0.785680247230925
6XYS,,743,4TMX,TRANSLATION,537,0.7857213862394028
6S7F,,533,6WGN,SIGNALING PROTEIN/INHIBITOR,523,0.7859082268791662
7UAD,,294,3QZI,TRANSFERASE/TRANSFERASE INHIBITOR,277,0.7859140417933532
7OC3,,400,1KJZ,TRANSLATION,407,0.7859545378896059
6XTZ,,356,5QQM,HYDROLASE/TRANSFERASE,425,0.7868018733056983
6XDB,,400,1KJZ,TRANSLATION,404,0.7869297925204949
6HXV,,318,5SZH,ENDOCYTOSIS,333,0.7870197973736205
3N9Q,,535,4EDW,IMMUNE SYSTEM,496,0.7870711199423518
7Q4I,,674,1RDY,HYDROLASE,569,0.7874650862624621
8EWR,,456,2NZ8,"SIGNALING PROTEIN,CELL CYCLE",447,0.7876552240119385
8G8O,,643,4YW9,LYASE,558,0.7876673059411831
6WYP,,349,4P4U,ANTIVIRAL PROTEIN/HYDROLASE,358,0.7879392051536378
7ME4,,180,2GCN,SIGNALING PROTEIN,227,0.7879531837753133
6ZW1,,356,5QQL,HYDROLASE/TRANSFERASE,380,0.7881389836812944
7WCW,,313,1GFI,SIGNAL TRANSDUCTION PROTEIN,300,0.7882073440890415
8CKC,,285,2R3K,TRANSFERASE,249,0.7882256743765165
8A8Q,,399,4DHE,CELL CYCLE,489,0.7882323690850729
8G8O,,483,5VBZ,HYDROLASE,558,0.7882325398365285
7KHG,,279,1GII,TRANSFERASE,329,0.7883510041848891
7CIV,,182,1SVI,HYDROLASE,215,0.7885287325876578
8BOK,,329,8JCA,PROTEIN BINDING,282,0.7885695836738394
7MQY,,411,6SI1,DNA BINDING PROTEIN,370,0.7888347106805588
6YUY,,308,6RVN,CELL CYCLE,360,0.7889061482090989
3N9Q,,483,5VBZ,HYDROLASE,496,0.789232003671922
6S7Y,,303,7ZPC,CELL CYCLE,320,0.7893126514575037
8FDX,,182,6JIK,SIGNALING PROTEIN,202,0.7893377153305616
7QUT,,611,4GNL,LYASE,504,0.7894386080260737
6XJN,,427,4IBY,DNA BINDING PROTEIN,417,0.789494874106443
7F2X,,292,7UG1,CELL CYCLE,303,0.7897292442073789
8C6B,,483,5VBZ,HYDROLASE,500,0.789818752161047
6LXC,,285,2R3K,TRANSFERASE,261,0.7899327296460453
6S7F,,743,4TMX,TRANSLATION,523,0.7899447528940386
5SGM,,316,1CIP,HYDROLASE,315,0.7899607154389803
7TGQ,,183,1ZNY,TRANSFERASE,182,0.7900007378298454
6XZH,,282,1KE8,TRANSFERASE,245,0.7900116910724193
8PBR,,329,8JCA,PROTEIN BINDING,370,0.7903484439689098
7DB3,,454,6ZQT,PROTEIN BINDING,450,0.7903697525797139
7PO9,,182,1SVI,HYDROLASE,172,0.7903911770318076
8DHH,,308,6RVN,CELL CYCLE,367,0.7906153429623651
7MFW,,198,4LOF,APOPTOSIS,191,0.7907910497198779
7LG3,,329,8JCA,PROTEIN BINDING,394,0.7909682357251256
6LTK,,246,2H2D,HYDROLASE,208,0.7909912259191622
6PKH,,308,6RVN,CELL CYCLE,312,0.7911717632750794
7UK2,,349,4P4U,ANTIVIRAL PROTEIN/HYDROLASE,362,0.7912474362900737
8BS5,,182,3RZV,HYDROLASE,164,0.7912479397345481
8SWE,,621,4ZI2,HYDROLASE,574,0.7912602813930116
6THV,,308,6RVN,CELL CYCLE,381,0.7913195384815191
7YBX,,286,4I6H,TRANSFERASE/TRANSFERASE INHIBITOR,300,0.7913367337570331
7CIW,,249,7ULF,LIGASE,216,0.7914488881778129
