Target,Function Target,Number of Alpha Carbons in Target,Reference,Function Reference,Number of Alpha Carbons in Reference,Distance
8AK2,STRUCTURAL PROTEIN,304,4GCJ,TRANSFERASE/TRANSFERASE INHIBITOR,294,0.7308889041568353
4IRR,TRANSFERASE,670,3ZYC,HYDROLASE,589,0.7309814792349338
7KHG,TRANSFERASE/TRANSFERASE INHIBITOR,304,4GCJ,TRANSFERASE/TRANSFERASE INHIBITOR,329,0.7311006328396649
8F1X,TRANSFERASE/TRANSFERASE INHIBITOR,313,1GFI,SIGNAL TRANSDUCTION PROTEIN,318,0.7313306003498172
7UVE,TRANSFERASE,250,7VV8,CELL CYCLE,236,0.731497646323074
7XHK,HYDROLASE,292,2C6I,TRANSFERASE,334,0.73165757092802
7CIU,TRANSFERASE,400,1KJZ,TRANSLATION,415,0.7316842350129998
8OMK,SUGAR BINDING PROTEIN,684,8STM,ONCOPROTEIN,600,0.7318064836970888
7UAD,SIGNALING PROTEIN/INHIBITOR,303,7ZPC,CELL CYCLE,277,0.731957393015477
6GWQ,HYDROLASE,530,4MXO,TRANSFERASE/TRANSFERASE INHIBITOR,475,0.7324876690453567
8AK3,STRUCTURAL PROTEIN,313,1GFI,SIGNAL TRANSDUCTION PROTEIN,298,0.7325221395148891
8PBR,HYDROLASE,427,4IBY,DNA BINDING PROTEIN,370,0.7329156036005711
7WCW,TRANSFERASE/TRANSFERASE INHIBITOR,298,1YKR,TRANSFERASE,300,0.7329588916444404
8AK3,STRUCTURAL PROTEIN,282,3RAH,TRANSFERASE/TRANSFERASE INHIBITOR,298,0.7331113872797778
6XYS,HYDROLASE,602,7MDP,HYDROLASE/IMMUNE SYSTEM,537,0.734629971759835
6VFQ,CELL ADHESION,411,6SI1,DNA BINDING PROTEIN,425,0.7347456528413495
6TWA,HYDROLASE,643,4YW9,LYASE,522,0.7348168720239777
7R5F,RNA BINDING PROTEIN,296,5MHQ,CELL CYCLE/INHIBITOR,301,0.7349629334903871
6PYO,PROTEIN TRANSPORT,349,4P4U,ANTIVIRAL PROTEIN/HYDROLASE,318,0.7349836897380763
8UQB,TRANSFERASE,356,5QQM,HYDROLASE/TRANSFERASE,408,0.7349885319763159
8DHH,OXIDOREDUCTASE/INHIBITOR,427,4IBY,DNA BINDING PROTEIN,367,0.7350336231410957
6S7F,HYDROLASE,643,4YW9,LYASE,523,0.7351965565747818
8OIJ,RNA BINDING PROTEIN,356,5QQM,HYDROLASE/TRANSFERASE,350,0.7352049894602567
7MFW,CELL ADHESION,172,8QUG,TRANSFERASE,191,0.7352853714559785
7UK2,METAL BINDING PROTEIN/INHIBITOR,400,1KJZ,TRANSLATION,362,0.7356347818771143
8AK3,STRUCTURAL PROTEIN,283,3SW7,TRANSFERASE/TRANSFERASE INHIBITOR,298,0.7359248361588223
8E8B,TRANSFERASE/DNA,400,1KJZ,TRANSLATION,436,0.7360170930846012
7Q4I,TRANSFERASE,643,4YW9,LYASE,569,0.7361265151900767
6LTK,CHAPERONE,247,2OH6,"STRUCTURAL PROTEIN, RNA BINDING PROTEIN",208,0.7361763853223859
8AK2,STRUCTURAL PROTEIN,329,8JCA,PROTEIN BINDING,294,0.7361835616954403
7LG3,IMMUNE SYSTEM/VIRAL PROTEIN,441,8DGO,SIGNALING PROTEIN,394,0.7365339342831196
8SKI,TRANSFERASE/DNA,400,1KJZ,TRANSLATION,426,0.7365678369149842
7ULU,HYDROLASE,483,5VBZ,HYDROLASE,550,0.7368402969886719
8HTC,TRANSFERASE,303,7ZPC,CELL CYCLE,290,0.7374993288555167
7XHK,HYDROLASE,298,1YKR,TRANSFERASE,334,0.7379046059211587
8OIJ,RNA BINDING PROTEIN,356,5QQL,HYDROLASE/TRANSFERASE,350,0.7382273896010213
7UAD,SIGNALING PROTEIN/INHIBITOR,292,2C6I,TRANSFERASE,277,0.7382318398320306
7E1T,PROTEIN TRANSPORT,329,8JCA,PROTEIN BINDING,403,0.7383958113200415
6V7A,HYDROLASE,400,1KJZ,TRANSLATION,357,0.7386670986621391
7CUY,HYDROLASE,329,8JCA,PROTEIN BINDING,307,0.7390015974016514
6YUY,HYDROLASE,329,8JCA,PROTEIN BINDING,360,0.7391949842785193
7MNU,TRANSPORT PROTEIN,285,2R3K,TRANSFERASE,243,0.7400793000675614
7BJO,TRANSFERASE,303,7ZPC,CELL CYCLE,257,0.7401132766770887
7PRX,SIGNALING PROTEIN,292,2C6I,TRANSFERASE,267,0.7404300297012207
7SVB,HYDROLASE/DNA,535,4EDW,IMMUNE SYSTEM,555,0.7405112288119737
8BOK,TRANSFERASE,286,4I6H,TRANSFERASE/TRANSFERASE INHIBITOR,282,0.7406298187167983
8F1X,TRANSFERASE/TRANSFERASE INHIBITOR,279,1GII,TRANSFERASE,318,0.7406635634892437
8AK3,STRUCTURAL PROTEIN,279,1GII,TRANSFERASE,298,0.7408326963548059
7CIU,TRANSFERASE,356,5QQL,HYDROLASE/TRANSFERASE,415,0.7410351024394276
6PZS,HYDROLASE/HYDROLASE INHIBITOR,400,1KJZ,TRANSLATION,362,0.7410544782350468
6XJN,HYDROLASE,400,1KJZ,TRANSLATION,417,0.7410922295680271
6PYO,PROTEIN TRANSPORT,424,4RJL,TRANSLATION,318,0.7410985713449566
7R3O,TRANSFERASE,427,4IBY,DNA BINDING PROTEIN,395,0.7412781297761935
7CIX,TRANSFERASE,246,2H2D,HYDROLASE,216,0.7413962045373746
3K6J,OXIDOREDUCTASE,530,4MXO,TRANSFERASE/TRANSFERASE INHIBITOR,431,0.7415520003590028
8F1X,TRANSFERASE/TRANSFERASE INHIBITOR,329,8JCA,PROTEIN BINDING,318,0.7417501657690125
7KVX,IMMUNE SYSTEM,179,1M7B,SIGNALING PROTEIN,181,0.7418898594266955
7ULU,HYDROLASE,743,4TMX,TRANSLATION,550,0.7419103177358652
6X5Q,TRANSFERASE,303,7ZPC,CELL CYCLE,284,0.7419959149727654
7KVX,IMMUNE SYSTEM,183,1ZNY,TRANSFERASE,181,0.7421977305911981
6LTK,CHAPERONE,180,2GCN,SIGNALING PROTEIN,208,0.7422270333736498
7UVE,TRANSFERASE,198,4LOF,APOPTOSIS,236,0.742353114657492
6VNV,TRANSFERASE/INHIBITOR,329,8JCA,PROTEIN BINDING,274,0.7426753084735274
6XZI,GENE REGULATION,285,2R3K,TRANSFERASE,247,0.7428122356116906
8OMK,SUGAR BINDING PROTEIN,674,1RDY,HYDROLASE,600,0.7428782767794044
6TBN,BIOSYNTHETIC PROTEIN,535,4EDW,IMMUNE SYSTEM,483,0.7430151917746995
8IIZ,NUCLEAR PROTEIN,483,5VBZ,HYDROLASE,525,0.7431166755078025
7E1T,PROTEIN TRANSPORT,399,4DHE,CELL CYCLE,403,0.7431790891963518
7WCW,TRANSFERASE/TRANSFERASE INHIBITOR,279,1GII,TRANSFERASE,300,0.743273070010915
8DHH,OXIDOREDUCTASE/INHIBITOR,349,4P4U,ANTIVIRAL PROTEIN/HYDROLASE,367,0.7433152664419634
7XHK,HYDROLASE,349,4P4U,ANTIVIRAL PROTEIN/HYDROLASE,334,0.7433682438874087
7CIU,TRANSFERASE,356,5QQM,HYDROLASE/TRANSFERASE,415,0.7435083519659343
8G8O,TRANSFERASE/INHIBITOR,533,6WGN,SIGNALING PROTEIN/INHIBITOR,558,0.7438067998677472
7JL7,CELL CYCLE,483,5VBZ,HYDROLASE,479,0.743827776705631
7KHG,TRANSFERASE/TRANSFERASE INHIBITOR,282,1KE8,TRANSFERASE,329,0.7438655816206229
7DB0,TRANSFERASE,457,7G8E,CYTOSOLIC PROTEIN,461,0.7440017323971834
8BOK,TRANSFERASE,294,3QZI,TRANSFERASE/TRANSFERASE INHIBITOR,282,0.7443166890922523
8F1X,TRANSFERASE/TRANSFERASE INHIBITOR,283,3SW7,TRANSFERASE/TRANSFERASE INHIBITOR,318,0.7445499208120312
7UAD,SIGNALING PROTEIN/INHIBITOR,283,3SW7,TRANSFERASE/TRANSFERASE INHIBITOR,277,0.744799221644177
7AYV,LYASE,643,4YW9,LYASE,502,0.7450428696977274
7XVX,CYTOKINE,400,1KJZ,TRANSLATION,366,0.7450650731195381
6ZUW,BLOOD CLOTTING,329,8JCA,PROTEIN BINDING,287,0.7451989685435083
7ULU,HYDROLASE,612,6IYB,TRANSPORT PROTEIN,550,0.7452859248022972
6GWQ,HYDROLASE,483,5VBZ,HYDROLASE,475,0.7454753046669548
8ADD,HYDROLASE,250,7VV8,CELL CYCLE,209,0.7454878100146274
7CIU,TRANSFERASE,424,4RJL,TRANSLATION,415,0.7455284001227269
6Y6E,RNA BINDING PROTEIN,247,2OH6,"STRUCTURAL PROTEIN, RNA BINDING PROTEIN",238,0.7458180575579887
8BOK,TRANSFERASE,298,1YKR,TRANSFERASE,282,0.7459157735391498
7AYV,LYASE,533,6WGN,SIGNALING PROTEIN/INHIBITOR,502,0.7461172512907129
7Q4I,TRANSFERASE,653,2FB3,LIGAND BINDING PROTEIN,569,0.7462564432541371
7R5F,RNA BINDING PROTEIN,282,1KE8,TRANSFERASE,301,0.7466758212886832
6THV,HYDROLASE,427,4IBY,DNA BINDING PROTEIN,381,0.7468761305326117
6WYP,HYDROLASE,427,4IBY,DNA BINDING PROTEIN,358,0.7469317825043051
6VFQ,CELL ADHESION,308,6RVN,CELL CYCLE,425,0.7469354021253777
8FDX,LIGASE,180,2GCN,SIGNALING PROTEIN,202,0.7469994469797336
8UQB,TRANSFERASE,356,5QQL,HYDROLASE/TRANSFERASE,408,0.7473061136393259
8AK3,STRUCTURAL PROTEIN,329,8JCA,PROTEIN BINDING,298,0.7473169407243604
6PYO,PROTEIN TRANSPORT,400,1KJZ,TRANSLATION,318,0.7473229270360806
6UPR,STRUCTURAL PROTEIN,457,7G8E,CYTOSOLIC PROTEIN,543,0.747438697335067
7CFB,GENE REGULATION,441,8DGO,SIGNALING PROTEIN,388,0.7479451732289794
7R3O,TRANSFERASE,441,8DGO,SIGNALING PROTEIN,395,0.7480589144595056
8IIZ,NUCLEAR PROTEIN,611,4GNL,LYASE,525,0.748123438066142
6VNV,TRANSFERASE/INHIBITOR,294,3QZI,TRANSFERASE/TRANSFERASE INHIBITOR,274,0.7482422695507602
7KVX,IMMUNE SYSTEM,182,3RZV,HYDROLASE,181,0.7487587507121816
7CMR,TRANSFERASE,249,7ULF,LIGASE,263,0.7488075762306144
7XHK,HYDROLASE,286,4I6H,TRANSFERASE/TRANSFERASE INHIBITOR,334,0.7489889891062531
7CIX,TRANSFERASE,180,2GCN,SIGNALING PROTEIN,216,0.7489957352066713
8X72,TRANSFERASE,313,1GFI,SIGNAL TRANSDUCTION PROTEIN,294,0.7490044875814327
8F1X,TRANSFERASE/TRANSFERASE INHIBITOR,282,3RAH,TRANSFERASE/TRANSFERASE INHIBITOR,318,0.7491230531710066
6ELK,OXIDOREDUCTASE,400,1KJZ,TRANSLATION,392,0.7494037755326909
8HTC,TRANSFERASE,279,1GII,TRANSFERASE,290,0.7495538174716072
7YBX,TRANSFERASE/INHIBITOR,292,7UG1,CELL CYCLE,300,0.749779791857329
7Y9C,TRANSFERASE,530,4MXO,TRANSFERASE/TRANSFERASE INHIBITOR,562,0.7503259835001764
7KHG,TRANSFERASE/TRANSFERASE INHIBITOR,298,1YKR,TRANSFERASE,329,0.7503976431278282
6GWQ,HYDROLASE,602,7MDP,HYDROLASE/IMMUNE SYSTEM,475,0.7506172922606573
7KHG,TRANSFERASE/TRANSFERASE INHIBITOR,285,2R3K,TRANSFERASE,329,0.7506552935355345
6PYO,PROTEIN TRANSPORT,427,4IBY,DNA BINDING PROTEIN,318,0.7507262205203243
7R5F,RNA BINDING PROTEIN,282,3RAH,TRANSFERASE/TRANSFERASE INHIBITOR,301,0.7507655375840269
8G1Z,HYDROLASE/INHIBITOR,400,1KJZ,TRANSLATION,359,0.7512265785604566
3K6J,OXIDOREDUCTASE,456,2NZ8,"SIGNALING PROTEIN,CELL CYCLE",431,0.7513098218001236
7DAX,TRANSFERASE,457,7G8E,CYTOSOLIC PROTEIN,452,0.751353310648988
6ZW1,HYDROLASE,427,4IBY,DNA BINDING PROTEIN,380,0.7518359899414465
6VNV,TRANSFERASE/INHIBITOR,304,4GCJ,TRANSFERASE/TRANSFERASE INHIBITOR,274,0.7518625349146575
8X72,TRANSFERASE,329,8JCA,PROTEIN BINDING,294,0.7518710150843287
6WFW,IMMUNE SYSTEM,602,7MDP,HYDROLASE/IMMUNE SYSTEM,491,0.7520599895623417
7XHK,HYDROLASE,285,2R3K,TRANSFERASE,334,0.7521636312611826
7MNU,TRANSPORT PROTEIN,250,7VV8,CELL CYCLE,243,0.7523727566993708
7O08,TRANSFERASE,441,8DGO,SIGNALING PROTEIN,451,0.7527392275314484
6JVR,HYDROLASE,249,7ULF,LIGASE,305,0.7527941370857298
7DAZ,TRANSFERASE,454,6ZQT,PROTEIN BINDING,457,0.7531626429294497
8HTC,TRANSFERASE,282,3RAH,TRANSFERASE/TRANSFERASE INHIBITOR,290,0.7531663023383331
7CFB,GENE REGULATION,427,4IBY,DNA BINDING PROTEIN,388,0.753396535592153
8ADD,HYDROLASE,182,1SVI,HYDROLASE,209,0.75369310072434
3N9N,OXIDOREDUCTASE,483,5VBZ,HYDROLASE,501,0.7537783315451603
7MQY,CELL ADHESION,424,4RJL,TRANSLATION,370,0.7538862230892066
7WCW,TRANSFERASE/TRANSFERASE INHIBITOR,292,7UG1,CELL CYCLE,300,0.7539133364915183
8SWE,ONCOPROTEIN,533,6WGN,SIGNALING PROTEIN/INHIBITOR,574,0.7542721364769875
8E8B,TRANSFERASE/DNA,424,4RJL,TRANSLATION,436,0.7544255470380471
7CIV,TRANSFERASE,250,7VV8,CELL CYCLE,215,0.7546370404484146
7XHK,HYDROLASE,304,4GCJ,TRANSFERASE/TRANSFERASE INHIBITOR,334,0.7548259174806149
6WFW,IMMUNE SYSTEM,424,4RJL,TRANSLATION,491,0.7549977544665948
8HAQ,TRANSFERASE,483,5VBZ,HYDROLASE,490,0.7550742006767107
7QG1,TRANSFERASE,612,6IYB,TRANSPORT PROTEIN,544,0.7553396365116944
8BJK,HYDROLASE,427,4IBY,DNA BINDING PROTEIN,366,0.7553613676130585
7KHG,TRANSFERASE/TRANSFERASE INHIBITOR,292,7UG1,CELL CYCLE,329,0.75547799996982
7QG1,TRANSFERASE,533,6WGN,SIGNALING PROTEIN/INHIBITOR,544,0.7555067695963921
6X5Q,TRANSFERASE,282,3RAH,TRANSFERASE/TRANSFERASE INHIBITOR,284,0.7556325201324599
6XJN,HYDROLASE,457,7G8E,CYTOSOLIC PROTEIN,417,0.7557112329368192
4IRR,TRANSFERASE,612,6IYB,TRANSPORT PROTEIN,589,0.7557507214934032
6XZJ,GENE REGULATION,285,2R3K,TRANSFERASE,245,0.75621006650055
6WSJ,HYDROLASE/HYDROLASE INHIBITOR,400,1KJZ,TRANSLATION,358,0.756307222222173
7MFW,CELL ADHESION,171,6T5V,SIGNALING PROTEIN,191,0.7563477310602293
7QUT,DNA BINDING PROTEIN,643,4YW9,LYASE,504,0.7565042899880279
6XTZ,SIGNALING PROTEIN,454,6ZQT,PROTEIN BINDING,425,0.7566063451449507
7CIW,TRANSFERASE,250,7VV8,CELL CYCLE,216,0.7566480643059952
6WFW,IMMUNE SYSTEM,400,1KJZ,TRANSLATION,491,0.7567656114445348
8SWE,ONCOPROTEIN,653,2FB3,LIGAND BINDING PROTEIN,574,0.7567658217542911
7QUT,DNA BINDING PROTEIN,533,6WGN,SIGNALING PROTEIN/INHIBITOR,504,0.7568590481449659
8C6A,FLAVOPROTEIN,643,4YW9,LYASE,500,0.7570066960001453
6ZMU,OXIDOREDUCTASE,457,7G8E,CYTOSOLIC PROTEIN,424,0.7571057256684487
7PRX,SIGNALING PROTEIN,285,2R3K,TRANSFERASE,267,0.7571648615532783
7R5F,RNA BINDING PROTEIN,283,3SW7,TRANSFERASE/TRANSFERASE INHIBITOR,301,0.7573048818646448
4JND,HYDROLASE,457,7G8E,CYTOSOLIC PROTEIN,412,0.757306118010386
7DB4,TRANSFERASE,457,7G8E,CYTOSOLIC PROTEIN,454,0.7577860393806093
8D6D,"SIGNALING PROTEIN,",602,7MDP,HYDROLASE/IMMUNE SYSTEM,544,0.7582151814491505
7ULU,HYDROLASE,653,2FB3,LIGAND BINDING PROTEIN,550,0.7583151436510656
8C6B,FLAVOPROTEIN,643,4YW9,LYASE,500,0.7588943414058316
7XHK,HYDROLASE,400,1KJZ,TRANSLATION,334,0.7589868377420862
8SKI,TRANSFERASE/DNA,424,4RJL,TRANSLATION,426,0.7592259041573803
7R5F,RNA BINDING PROTEIN,279,1GII,TRANSFERASE,301,0.759263685786538
7DOV,CYTOKINE,424,4RJL,TRANSLATION,445,0.7593213875620278
7CIV,TRANSFERASE,180,2GCN,SIGNALING PROTEIN,215,0.759333932092688
4JND,HYDROLASE,424,4RJL,TRANSLATION,412,0.7594317137401783
7R5F,RNA BINDING PROTEIN,304,4GCJ,TRANSFERASE/TRANSFERASE INHIBITOR,301,0.759466471837758
7AZW,TRANSCRIPTION,285,2R3K,TRANSFERASE,235,0.7595657410655959
7ZHH,RNA BINDING PROTEIN,198,4LOF,APOPTOSIS,222,0.7596607808052364
6S7Y,NEUROPEPTIDE,282,1KE8,TRANSFERASE,320,0.7596751983577377
6X5Q,TRANSFERASE,298,1YKR,TRANSFERASE,284,0.7596853643459631
8C1U,FLAVOPROTEIN,533,6WGN,SIGNALING PROTEIN/INHIBITOR,500,0.7597085737339808
6S7Y,NEUROPEPTIDE,316,1CIP,HYDROLASE,320,0.75984337672615
7DB3,TRANSFERASE,457,7G8E,CYTOSOLIC PROTEIN,450,0.7598457449597843
6PGW,CELL ADHESION,441,8DGO,SIGNALING PROTEIN,427,0.7609876535495208
7CMR,TRANSFERASE,285,2R3K,TRANSFERASE,263,0.7610751041816033
6X5Q,TRANSFERASE,285,2R3K,TRANSFERASE,284,0.7612013669728879
6XYS,HYDROLASE,533,6WGN,SIGNALING PROTEIN/INHIBITOR,537,0.7614857709964065
7YBX,TRANSFERASE/INHIBITOR,279,1GII,TRANSFERASE,300,0.7615419471742559
7KVX,IMMUNE SYSTEM,168,1YZG,TRANSPORT PROTEIN,181,0.7615474059764289
7WCW,TRANSFERASE/TRANSFERASE INHIBITOR,294,3QZI,TRANSFERASE/TRANSFERASE INHIBITOR,300,0.7615495750800915
6ZW1,HYDROLASE,349,4P4U,ANTIVIRAL PROTEIN/HYDROLASE,380,0.761579650081342
7WCW,TRANSFERASE/TRANSFERASE INHIBITOR,282,3RAH,TRANSFERASE/TRANSFERASE INHIBITOR,300,0.761611246377595
8IIZ,NUCLEAR PROTEIN,643,4YW9,LYASE,525,0.761641180951607
8IIZ,NUCLEAR PROTEIN,530,4MXO,TRANSFERASE/TRANSFERASE INHIBITOR,525,0.761856486522832
8EWR,OXIDOREDUCTASE/INHIBITOR,457,7G8E,CYTOSOLIC PROTEIN,447,0.7623677286598093
7ZC9,SIGNALING PROTEIN,424,4RJL,TRANSLATION,392,0.7625488011876379
7CIV,TRANSFERASE,246,2H2D,HYDROLASE,215,0.762568953637337
6XDB,TRANSFERASE/TRANSFERASE INHIBITOR,399,4DHE,CELL CYCLE,404,0.762938534871516
8C1U,FLAVOPROTEIN,643,4YW9,LYASE,500,0.7630707056112814
8C6C,FLAVOPROTEIN,643,4YW9,LYASE,500,0.7630829534203407
6S7F,HYDROLASE,530,4MXO,TRANSFERASE/TRANSFERASE INHIBITOR,523,0.7632503185323384
8C6A,FLAVOPROTEIN,533,6WGN,SIGNALING PROTEIN/INHIBITOR,500,0.7633282686458779
8F1X,TRANSFERASE/TRANSFERASE INHIBITOR,316,1CIP,HYDROLASE,318,0.763496630498057
7MFW,CELL ADHESION,182,3RZV,HYDROLASE,191,0.7635063292202308
7PRX,SIGNALING PROTEIN,303,7ZPC,CELL CYCLE,267,0.76367453059353
7SH4,IMMUNE SYSTEM,400,1KJZ,TRANSLATION,378,0.7637194717706886
8C6H,FLAVOPROTEIN,643,4YW9,LYASE,500,0.763742892451032
7R5F,RNA BINDING PROTEIN,286,4I6H,TRANSFERASE/TRANSFERASE INHIBITOR,301,0.7637682033662059
6S7Y,NEUROPEPTIDE,292,2C6I,TRANSFERASE,320,0.7639187213345244
6ZUW,BLOOD CLOTTING,303,7ZPC,CELL CYCLE,287,0.7639202986949872
8UQB,TRANSFERASE,399,4DHE,CELL CYCLE,408,0.7639657831765674
6XYS,HYDROLASE,530,4MXO,TRANSFERASE/TRANSFERASE INHIBITOR,537,0.7639787507188739
7DB2,TRANSFERASE,457,7G8E,CYTOSOLIC PROTEIN,468,0.7639857569524517
6XZH,GENE REGULATION,285,2R3K,TRANSFERASE,245,0.764026804436877
8DKT,CELL CYCLE,457,7G8E,CYTOSOLIC PROTEIN,526,0.764151661069606
7TGQ,ANTIVIRAL PROTEIN,198,4LOF,APOPTOSIS,182,0.764289079556652
7UK2,METAL BINDING PROTEIN/INHIBITOR,427,4IBY,DNA BINDING PROTEIN,362,0.7644203127791284
7CMR,TRANSFERASE,282,1KE8,TRANSFERASE,263,0.7645395447685995
7YBX,TRANSFERASE/INHIBITOR,294,3QZI,TRANSFERASE/TRANSFERASE INHIBITOR,300,0.76517132600208
7SVB,HYDROLASE/DNA,483,5VBZ,HYDROLASE,555,0.7651778817474312
4IRR,TRANSFERASE,533,6WGN,SIGNALING PROTEIN/INHIBITOR,589,0.7653326963258192
8C69,FLAVOPROTEIN,643,4YW9,LYASE,500,0.7654258598456946
7OY4,TRANSCRIPTION,285,2R3K,TRANSFERASE,258,0.7654693110041716
8SWE,ONCOPROTEIN,602,7MDP,HYDROLASE/IMMUNE SYSTEM,574,0.7655608886292746
6THV,HYDROLASE,356,5QQM,HYDROLASE/TRANSFERASE,381,0.7655762328957557
7YBX,TRANSFERASE/INHIBITOR,304,4GCJ,TRANSFERASE/TRANSFERASE INHIBITOR,300,0.7657794351277758
6VRO,HYDROLASE,316,1CIP,HYDROLASE,334,0.7657868772857603
7BJO,TRANSFERASE,286,4I6H,TRANSFERASE/TRANSFERASE INHIBITOR,257,0.7658007776047008
6X5Q,TRANSFERASE,292,2C6I,TRANSFERASE,284,0.765822066174622
7UAD,SIGNALING PROTEIN/INHIBITOR,282,1KE8,TRANSFERASE,277,0.7658395800709392
8C69,FLAVOPROTEIN,533,6WGN,SIGNALING PROTEIN/INHIBITOR,500,0.7658707997355815
7E1T,PROTEIN TRANSPORT,457,7G8E,CYTOSOLIC PROTEIN,403,0.766055196968936
6XDB,TRANSFERASE/TRANSFERASE INHIBITOR,329,8JCA,PROTEIN BINDING,404,0.766076850801047
3K6J,OXIDOREDUCTASE,454,6ZQT,PROTEIN BINDING,431,0.7661486288156947
7QG1,TRANSFERASE,611,4GNL,LYASE,544,0.7661487719067023
8FDY,TRANSFERASE,180,2GCN,SIGNALING PROTEIN,201,0.7664816013921797
6X5Q,TRANSFERASE,329,8JCA,PROTEIN BINDING,284,0.7666805936350664
7XVX,CYTOKINE,427,4IBY,DNA BINDING PROTEIN,366,0.7671307243288386
7UAD,SIGNALING PROTEIN/INHIBITOR,296,5MHQ,CELL CYCLE/INHIBITOR,277,0.7671954606599841
7Y9C,TRANSFERASE,653,2FB3,LIGAND BINDING PROTEIN,562,0.767227778450281
8UQB,TRANSFERASE,427,4IBY,DNA BINDING PROTEIN,408,0.7672298083717218
7QG1,TRANSFERASE,643,4YW9,LYASE,544,0.7672933206119309
7DB1,TRANSFERASE,457,7G8E,CYTOSOLIC PROTEIN,450,0.7673536271428872
6V7A,HYDROLASE,427,4IBY,DNA BINDING PROTEIN,357,0.7673562452732622
8C6C,FLAVOPROTEIN,533,6WGN,SIGNALING PROTEIN/INHIBITOR,500,0.767559179201093
8C6B,FLAVOPROTEIN,533,6WGN,SIGNALING PROTEIN/INHIBITOR,500,0.7677055332165251
8D6F,"SIGNALING PROTEIN,",457,7G8E,CYTOSOLIC PROTEIN,542,0.7677299500695386
6TWA,HYDROLASE,612,6IYB,TRANSPORT PROTEIN,522,0.767829254392245
8SO1,OXIDOREDUCTASE/SUBSTRATE,483,5VBZ,HYDROLASE,470,0.7679138501598747
6ZW1,HYDROLASE,356,5QQM,HYDROLASE/TRANSFERASE,380,0.7679532934559674
7AYV,LYASE,530,4MXO,TRANSFERASE/TRANSFERASE INHIBITOR,502,0.7681618207287945
6X5Q,TRANSFERASE,294,3QZI,TRANSFERASE/TRANSFERASE INHIBITOR,284,0.7682038430418454
6X5Q,TRANSFERASE,296,5MHQ,CELL CYCLE/INHIBITOR,284,0.76836267824198
7O2R,HYDROLASE,427,4IBY,DNA BINDING PROTEIN,357,0.7684032588123015
7UAD,SIGNALING PROTEIN/INHIBITOR,282,3RAH,TRANSFERASE/TRANSFERASE INHIBITOR,277,0.7685263070542705
8C6B,FLAVOPROTEIN,530,4MXO,TRANSFERASE/TRANSFERASE INHIBITOR,500,0.768549110874297
6THV,HYDROLASE,349,4P4U,ANTIVIRAL PROTEIN/HYDROLASE,381,0.7686413968367213
6XZK,GENE REGULATION,285,2R3K,TRANSFERASE,240,0.7686987022083602
8PBR,HYDROLASE,356,5QQL,HYDROLASE/TRANSFERASE,370,0.7687430085110297
7KVX,IMMUNE SYSTEM,180,2GCN,SIGNALING PROTEIN,181,0.7688772869423635
6PZS,HYDROLASE/HYDROLASE INHIBITOR,427,4IBY,DNA BINDING PROTEIN,362,0.7689316843821407
6LTK,CHAPERONE,250,7VV8,CELL CYCLE,208,0.7700316999685328
7AYV,LYASE,611,4GNL,LYASE,502,0.7700995553369453
7YBX,TRANSFERASE/INHIBITOR,282,3RAH,TRANSFERASE/TRANSFERASE INHIBITOR,300,0.7701529254077885
6UJO,IMMUNE SYSTEM,441,8DGO,SIGNALING PROTEIN,384,0.7702115007907648
7AZW,TRANSCRIPTION,282,1KE8,TRANSFERASE,235,0.7703710836870341
8C6H,FLAVOPROTEIN,533,6WGN,SIGNALING PROTEIN/INHIBITOR,500,0.770441082422237
7CMR,TRANSFERASE,283,3SW7,TRANSFERASE/TRANSFERASE INHIBITOR,263,0.770782293496183
6ELK,OXIDOREDUCTASE,424,4RJL,TRANSLATION,392,0.7708192100900166
7PRX,SIGNALING PROTEIN,282,1KE8,TRANSFERASE,267,0.7708991758987027
6ZUW,BLOOD CLOTTING,296,5MHQ,CELL CYCLE/INHIBITOR,287,0.7710064627437833
7UAD,SIGNALING PROTEIN/INHIBITOR,304,4GCJ,TRANSFERASE/TRANSFERASE INHIBITOR,277,0.7712546782322408
7R3O,TRANSFERASE,400,1KJZ,TRANSLATION,395,0.7713102406925874
6TFW,TRANSFERASE,483,5VBZ,HYDROLASE,530,0.7713570708841849
7CIX,TRANSFERASE,250,7VV8,CELL CYCLE,216,0.7714369958587555
1D4X,CONTRACTILE PROTEIN,457,7G8E,CYTOSOLIC PROTEIN,492,0.7715705279189391
8PZ9,TRANSCRIPTION,285,2R3K,TRANSFERASE,246,0.771652159684573
7U9D,LIPID BINDING PROTEIN,182,3RZV,HYDROLASE,203,0.771971256346239
7XHK,HYDROLASE,308,6RVN,CELL CYCLE,334,0.7720872821819666
8HTC,TRANSFERASE,292,7UG1,CELL CYCLE,290,0.7723852405769028
8G1Z,HYDROLASE/INHIBITOR,427,4IBY,DNA BINDING PROTEIN,359,0.7724073679970983
6S7Y,NEUROPEPTIDE,285,2R3K,TRANSFERASE,320,0.7726693825805966
8C6F,FLAVOPROTEIN,533,6WGN,SIGNALING PROTEIN/INHIBITOR,500,0.7728131423571695
6XJN,HYDROLASE,424,4RJL,TRANSLATION,417,0.7728476359344523
4JND,HYDROLASE,400,1KJZ,TRANSLATION,412,0.7728721679047265
6TWA,HYDROLASE,533,6WGN,SIGNALING PROTEIN/INHIBITOR,522,0.7729573758611258
